scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
143793,Navi Flexi Cap Fund - Direct Plan - Growth,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,Growth,INF959L01DT9,,2022-01-03,2022-12-30,247,active
143794,NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,IDCW PAYOUT,INF959L01EL4,INF959L01EM2,2022-01-03,2022-12-30,247,active
143795,NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,IDCW PAYOUT,INF959L01EN0,INF959L01EO8,2022-01-03,2022-12-30,247,active
143796,NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,IDCW PAYOUT,INF959L01DW3,INF959L01DX1,2022-01-03,2022-12-30,247,active
143797,NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,IDCW PAYOUT,INF959L01EA7,INF959L01EB5,2022-01-03,2022-12-30,247,active
143798,NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT,Navi Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Direct Plan,IDCW PAYOUT,INF959L01EC3,INF959L01ED1,2022-01-03,2022-12-30,247,active
143827,Sundaram Multi Cap Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DU5,,2022-01-03,2022-12-30,247,active
143828,Sundaram Multi Cap Fund Series I Direct Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DT7,,2022-01-03,2022-12-30,247,active
143829,Sundaram Multi Cap Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DS9,,2022-01-03,2022-12-30,247,active
143830,Sundaram Multi Cap Fund Series I Regular Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1DR1,,2022-01-03,2022-12-30,247,active
143873,ICICI Prudential Healthcare Fund - Cumulative Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,Cumulative,INF109KC1GE9,,2022-01-03,2022-12-30,247,active
143874,ICICI Prudential Healthcare Fund - Direct Plan - Cumulative Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,Cumulative,INF109KC1GH2,,2022-01-03,2022-12-30,247,active
143875,ICICI Prudential Healthcare Fund - IDCW Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Regular Plan,IDCW,INF109KC1GG4,,2022-01-03,2022-12-30,247,active
143876,ICICI Prudential Healthcare Fund - Direct Plan - IDCW Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,IDCW,INF109KC1GJ8,,2022-01-03,2022-12-30,247,active
143885,IDFC Fixed Term Plan Series 152 Regular Plan-Growth (1452 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA12O9,,2022-01-03,2022-06-13,107,closed_or_merged
143886,IDFC Fixed Term Plan Series 152 Regular Plan-Halfyearly-IDCW (1452),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA14O5,,2022-01-03,2022-06-13,107,closed_or_merged
143892,IDFC Fixed Term Plan Series 152 Direct Plan -Growth (1452 Days),Bandhan Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF194KA18N8,,2022-01-03,2022-06-13,107,closed_or_merged
143903,ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Other Scheme - FoF Domestic ),Open Ended Schemes ( Other Scheme - FoF Domestic ),Direct Plan,Cumulative,INF109KC1FX1,,2022-01-03,2022-12-30,243,active
143904,ICICI Prudential BHARAT 22 FOF - Cumulative Option,ICICI Prudential Mutual Fund,Open Ended Schemes ( Other Scheme - FoF Domestic ),Open Ended Schemes ( Other Scheme - FoF Domestic ),Regular Plan,Cumulative,INF109KC1FW3,,2022-01-03,2022-12-30,243,active
143925,Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 days) - Regular Plan-Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1RM9,,2022-01-03,2022-04-05,62,closed_or_merged
143926,Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 days) -Regular -Normal IDCW,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1RN7,,2022-01-03,2022-04-05,62,closed_or_merged
143927,Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 days) -\Regular -Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1RO5,,2022-01-03,2022-04-05,62,closed_or_merged
143928,Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 days) - Direct Plan-Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1RP2,,2022-01-03,2022-04-05,62,closed_or_merged
143930,Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 days) -Direct - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF209KB1RR8,,2022-01-03,2022-04-05,62,closed_or_merged
143945,NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 02 - IDCW Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF204KB1B13,,2022-01-03,2022-05-26,95,closed_or_merged
143946,Nippon India Fixed Horizon Fund XXXVIII- Series 2- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF204KB1B21,,2022-01-03,2022-05-26,95,closed_or_merged
143947,NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 02 - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF204KB1B39,,2022-01-03,2022-05-26,95,closed_or_merged
143948,Nippon India Fixed Horizon Fund XXXVIII- Series 2- Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF204KB1B05,,2022-01-03,2022-05-26,95,closed_or_merged
143961,ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF109KC1GS9,,2022-01-03,2022-02-07,25,closed_or_merged
143962,ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF109KC1GT7,,2022-01-03,2022-02-07,25,closed_or_merged
143963,ICICI Prudential Bharat Consumption Fund - Series 3 - IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF109KC1GR1,,2022-01-03,2022-02-07,25,closed_or_merged
143964,ICICI Prudential Bharat Consumption Fund - Series 3 - Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF109KC1GQ3,,2022-01-03,2022-02-07,25,closed_or_merged
144039,L&T FMP Series XVII - Plan B - Direct Plan - IDCW,L&T Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF917K01ZV8,,2022-01-03,2022-06-13,107,closed_or_merged
144040,L&T FMP Series XVII - Plan B - Direct Plan - Growth Option,L&T Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF917K01ZW6,,2022-01-03,2022-06-13,107,closed_or_merged
144041,L&T FMP Series XVII - Plan B - Regular Plan - IDCW,L&T Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF917K01ZX4,,2022-01-03,2022-06-13,107,closed_or_merged
144042,L&T FMP Series XVII - Plan B - Regular Plan - Growth Option,L&T Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF917K01ZY2,,2022-01-03,2022-06-13,107,closed_or_merged
144075,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1HC1,,2022-01-03,2022-12-30,243,active
144077,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1HA5,,2022-01-03,2022-12-30,243,active
144078,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1HD9,,2022-01-03,2022-12-30,243,active
144079,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Quarterly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1HB3,,2022-01-03,2022-12-30,243,active
144080,ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Quarterly IDCW Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,INF109KC1HE7,,2022-01-03,2022-12-30,243,active
144171,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Growth,INF194KA10Q8,,2022-01-03,2022-12-30,243,active
144172,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Daily IDCW,INF194KA12Q4,INF194KA13Q2,2022-01-03,2022-12-30,243,active
144173,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN GROWTH,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Growth,INF194KA16R3,,2022-01-03,2022-12-30,243,active
144174,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Daily IDCW,INF194KA18R9,INF194KA19R7,2022-01-03,2022-12-30,243,active
144189,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN WEEKLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Weekly IDCW,INF194KA14R8,INF194KA15R5,2022-01-03,2022-12-30,243,active
144190,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN QUARTERLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Quarterly IDCW,INF194KA18Q1,INF194KA19Q9,2022-01-03,2022-12-30,243,active
144191,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN- WEEKLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Weekly IDCW,INF194KA10T2,INF194KA11T0,2022-01-03,2022-12-30,243,active
144192,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN QUARTERLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Quarterly IDCW,INF194KA14S6,INF194KA15S3,2022-01-03,2022-12-30,243,active
144193,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN PERIODIC IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Periodic IDCW,INF194KA11R4,INF194KA12R2,2022-01-03,2022-12-30,243,active
144194,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Regular Plan,Monthly IDCW,INF194KA15Q7,INF194KA16Q5,2022-01-03,2022-12-30,243,active
144195,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Monthly IDCW,INF194KA11S2,INF194KA12S0,2022-01-03,2022-12-30,243,active
144196,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN PERIODIC IDCW,Bandhan Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short Term Fund ),Direct Plan,Periodic IDCW,INF194KA17S9,INF194KA18S7,2022-01-03,2022-12-30,243,active
144197,Sundaram Multi Cap Fund Series II Regular Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1ED9,,2022-01-03,2022-12-30,247,active
144198,Sundaram Multi Cap Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1EE7,,2022-01-03,2022-12-30,247,active
144199,Sundaram Multi Cap Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1EG2,,2022-01-03,2022-12-30,247,active
144200,Sundaram Multi Cap Fund Series II Direct Plan - Growth,Sundaram Mutual Fund,Close Ended Schemes ( Growth ),Close Ended Schemes ( Growth ),,,INF903JA1EF4,,2022-01-03,2022-12-30,247,active
144309,BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW,Bank of India Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),Direct Plan,IDCW,INF761K01EK8,,2022-01-03,2022-12-30,247,active
144310,Union Equity Savings Fund - Regular Plan - Growth Option,Union Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Regular Plan,Growth Option,INF582M01EG2,,2022-01-03,2022-12-30,247,active
144311,Union Equity Savings Fund - Regular Plan - IDCW Option,Union Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Regular Plan,IDCW Option,INF582M01EI8,INF582M01EH0,2022-01-03,2022-12-30,247,active
144312,Union Equity Savings Fund - Direct Plan - Growth Option,Union Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Direct Plan,Growth Option,INF582M01EC1,,2022-01-03,2022-12-30,247,active
144313,Union Equity Savings Fund - Direct Plan - IDCW Option,Union Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Open Ended Schemes ( Hybrid Scheme - Equity Savings ),Direct Plan,IDCW Option,INF582M01EE7,INF582M01ED9,2022-01-03,2022-12-30,247,active
144314,BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth,Bank of India Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),Regular Plan,Growth,INF761K01EN2,,2022-01-03,2022-12-30,247,active
144315,BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth,Bank of India Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),Direct Plan,Growth,INF761K01EL6,,2022-01-03,2022-12-30,247,active
144316,BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW,Bank of India Mutual Fund,Close Ended Schemes ( ELSS ),Close Ended Schemes ( ELSS ),Regular Plan,IDCW,INF761K01EM4,,2022-01-03,2022-12-30,247,active
144333,Kotak Balanced Advantage Fund -Regular Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Regular Plan,Growth Option,INF174KA1186,,2022-01-03,2022-12-30,247,active
144334,Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Direct Plan,Payout of Income Distribution cum capital withdrawal option,INF174KA1194,INF174KA1202,2022-01-03,2022-12-30,247,active
144335,Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Direct Plan,Growth Option,INF174KA1210,,2022-01-03,2022-12-30,247,active
144336,Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Open Ended Schemes ( Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage ),Regular Plan,Payout of Income Distribution cum capital withdrawal option Option,INF174KA1160,INF174KA1178,2022-01-03,2022-12-30,247,active
144337,UTI Corporate Bond Fund - Regular Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Regular Plan,Annual IDCW,INF789F1A496,INF789F1A504,2022-01-03,2022-12-30,243,active
144338,UTI Corporate Bond Fund - Regular Plan - Discontinued Flexi IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Regular Plan,Discontinued Flexi IDCW,INF789F1A512,INF789F1A520,2022-01-03,2022-12-30,243,active
144339,UTI Corporate Bond Fund - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Direct Plan,Growth,INF789F1A538,,2022-01-03,2022-12-30,243,active
144340,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Direct Plan,Half yearly IDCW,INF789F1A561,INF789F1A579,2022-01-03,2022-12-30,243,active
144341,UTI Corporate Bond Fund - Direct Plan - Discontinued Flexi IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Direct Plan,Discontinued Flexi IDCW,INF789F1A603,INF789F1A611,2022-01-03,2022-12-30,243,active
144342,UTI Corporate Bond Fund - Regular Plan - Discontinued Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Regular Plan,Discontinued Quarterly IDCW,INF789F1A454,INF789F1A462,2022-01-03,2022-12-30,243,active
144343,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Corporate Bond Fund ),Regular Plan,Half yearly IDCW,INF789F1A470,INF789F1A488,2022-01-03,2022-12-30,243,active
