scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
107978,ABN AMRO FIXED TERM PLAN - SERIES 11 - PLAN A - Regular Plan - Dividend on Maturity Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107980,ABN AMRO FIXED TERM PLAN - SERIES 11 -  PLAN A - Regular Plan - Calendar Half Yearly  Dividend Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107981,ABN AMRO FIXED TERM PLAN - SERIES 11 -  PLAN A - Instl Plan - Growth Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107982,ABN AMRO FIXED TERM PLAN - SERIES 11 - PLAN A - Instl Plan - Calendar Monthly Dividend Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107983,ABN AMRO FIXED TERM PLAN - SERIES 11 -  PLAN A - Regular Plan - Calendar Quarterly Dividend Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107985,ABN AMRO FIXED TERM PLAN - SERIES 11 - PLAN A - Regular Plan - Calendar Monthly Dividend Option,ABN  AMRO Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-11-07,145,closed_or_merged
107988,HSBC Global Emerging Markets Fund - Growth,HSBC Mutual Fund,Open Ended Schemes ( Overseas Fund of Funds - Fund of Funds investing overseas ),Open Ended Schemes ( Overseas Fund of Funds - Fund of Funds investing overseas ),Regular Plan,Growth,INF336L01446,,2008-03-24,2022-12-29,832,active
107989,HSBC Global Emerging Markets Fund - IDCW,HSBC Mutual Fund,Open Ended Schemes ( Overseas Fund of Funds - Fund of Funds investing overseas ),Open Ended Schemes ( Overseas Fund of Funds - Fund of Funds investing overseas ),Regular Plan,IDCW,INF336L01438,INF336L01420,2008-03-24,2022-12-29,832,active
107990,UTI Fixed Maturity Plan - Half Yearly March 08- Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-09-22,125,closed_or_merged
107991,UTI Fixed Maturity Plan - Half Yearly March 08- Instn. Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-09-22,125,closed_or_merged
107992,UTI Fixed Maturity Plan - Half Yearly March 08- Instn. Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-09-22,125,closed_or_merged
107993,UTI Fixed Maturity Plan - Half Yearly March 08- Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-09-22,125,closed_or_merged
107994,Reliance Fixed Horizon Fund - VI - Series 3 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2008-06-24,58,closed_or_merged
107995,Reliance Fixed Horizon Fund - VI - Series 3 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2008-06-24,58,closed_or_merged
107996,Reliance Fixed Horizon Fund - VI - Series 3 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2008-06-24,58,closed_or_merged
107997,Reliance Fixed Horizon Fund - VI - Series 3 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2008-06-24,58,closed_or_merged
107998,ING Global Real Estate Fund - Institutional Plan Dividend Option,ING Mutual Fund,Open Ended Schemes ( Fund of Funds - Overseas ),Open Ended Schemes ( Fund of Funds - Overseas ),,,INF084M01BD2,INF084M01BE0,2008-03-19,2010-12-31,653,closed_or_merged
107999,ING Global Real Estate Fund - Institutional Plan Growth Option,ING Mutual Fund,Open Ended Schemes ( Fund of Funds - Overseas ),Open Ended Schemes ( Fund of Funds - Overseas ),,,INF084M01BC4,,2008-03-19,2010-12-31,653,closed_or_merged
108000,ING Global Real Estate Fund - Institutional Plan Bonus Option,ING Mutual Fund,Open Ended Schemes ( Fund of Funds - Overseas ),Open Ended Schemes ( Fund of Funds - Overseas ),,,,,2008-03-19,2009-03-17,225,closed_or_merged
108001,Templeton Fixed Horizon Fund - Series VII - Plan D - Institutional Plan - Growth,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,240,closed_or_merged
108002,Templeton Fixed Horizon Fund - Series VII - Plan D - Institutional Plan - Dividend,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,240,closed_or_merged
108003,Templeton Fixed Horizon Fund - Series VII - Plan D - Retail Plan - Growth,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,240,closed_or_merged
108004,Templeton Fixed Horizon Fund - Series VII - Plan D - Retail Plan - Dividend,Franklin Templeton Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-13,240,closed_or_merged
108005,HDFC FMP 370D MARCH 2008 (2) RETAIL PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108006,HDFC FMP 370D MARCH 2008 (2) RETAIL PLAN - NORMAL DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108007,HDFC FMP 370D MARCH 2008 (2) RETAIL PLAN - QUARTERLY DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108009,HDFC FMP 370D MARCH 2008 (2) WHOLESALE PLAN - NORMAL DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108010,HDFC FMP 370D MARCH 2008 (2) WHOLESALE PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108012,HDFC FMP 370D MARCH 2008 (1) WHOLESALE PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108016,HDFC FMP 370D MARCH 2008 (1) RETAIL PLAN - NORMAL DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108017,HDFC FMP 370D MARCH 2008 (1) RETAIL PLAN - GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2009-04-06,242,closed_or_merged
108018,Kotak FMP 3M Series 27 - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-06-09,51,closed_or_merged
108019,Kotak FMP 3M Series 27 - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2008-06-09,51,closed_or_merged
108020,Kotak FMP 3M Series 28 - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-16,53,closed_or_merged
108021,Kotak FMP 3M Series 28 - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-16,53,closed_or_merged
108022,Kotak FMP 14M Series 4 - Retail - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2009-05-11,264,closed_or_merged
108023,Kotak FMP 14M Series 4 - Institutional - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2009-05-11,264,closed_or_merged
108024,Kotak FMP 14M Series 4 - Institutional - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2009-05-11,264,closed_or_merged
108025,Kotak FMP 14M Series 4 - Retail - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-24,2009-05-11,264,closed_or_merged
108026,JM Fixed Maturity Fund - Series XI - 13 Months plan 1 (JM FMF - XI - 13M1) - Regular plan - Growth option,JM Financial Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,251,closed_or_merged
108027,JM Fixed Maturity Fund - Series XI - 13 Months plan 1 (JM FMF - XI - 13M1) - Regular plan - Dividend option,JM Financial Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,251,closed_or_merged
108028,JM Fixed Maturity Fund - Series XI - 13 Months plan 1 (JM FMF - XI - 13M1) - Institutional plan - Growth option,JM Financial Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,251,closed_or_merged
108029,JM Fixed Maturity Fund - Series XI - 13 Months plan 1 (JM FMF - XI - 13M1) - Institutional plan - Dividend option,JM Financial Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,251,closed_or_merged
108030,HSBC Interval Fund - Plan III - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-25,2008-12-17,176,closed_or_merged
108031,HSBC Interval Fund - Plan III Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-25,2008-12-17,114,closed_or_merged
108032,HSBC Interval Fund - Plan III - Inst. - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-25,2008-12-17,176,closed_or_merged
108033,HSBC Interval Fund - Plan III - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-25,2008-12-17,176,closed_or_merged
108034,ICICI Prudential FMP series 43 - 3 Mths Plus Plan - Retail Growth Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-07-21,17,closed_or_merged
108035,ICICI Prudential FMP series 43 - 3 Mths Plus Plan - Retail Dividend Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-07-21,17,closed_or_merged
108036,ICICI Prudential FMP series 42 - 3 Mths Plan C - Retail Dividend Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-06-24,13,closed_or_merged
108037,ICICI Prudential FMP series 42 - 3 Mths Plan C - Retail Growth Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-06-24,13,closed_or_merged
108038,Religare FMP-1M-Sr-VIII-Growth,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-04-28,18,closed_or_merged
108039,Religare FMP-1M-Sr-VIII-Dividend Reinvestment,Invesco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-04-28,18,closed_or_merged
108040,Reliance Fixed Horizon Fund - VII - Series 6 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108041,Reliance Fixed Horizon Fund - VII - Series 6 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108042,Reliance Fixed Horizon Fund - VII - Series 6 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108043,Reliance Fixed Horizon Fund - VII - Series 6 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108044,HDFC FMP 90D MARCH 2008 (3) - RETAIL PLAN GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2008-06-25,55,closed_or_merged
108045,HDFC FMP 90D MARCH 2008 (3) - RETAIL PLAN DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2008-06-25,55,closed_or_merged
108046,HDFC FMP 90D MARCH 2008 (3) - WHOLESALE PLAN GROWTH OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2008-06-25,55,closed_or_merged
108047,HDFC FMP 90D MARCH 2008 (3) - WHOLESALE PLAN DIVIDEND OPTION,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-04,2008-06-25,55,closed_or_merged
108048,Birla Sun Life Fixed Term Plan - Series AP RETAIL DIVIDEND,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-05-04,256,closed_or_merged
108049,Birla Sun Life Fixed Term Plan - Series AP RETAIL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-05-04,256,closed_or_merged
108051,Birla Sun Life Fixed Term Plan - Series AP INSTITUTIONAL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-05-04,256,closed_or_merged
108052,Birla Sun Life Fixed Term Plan - Series AO RETAIL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-08,240,closed_or_merged
108054,Birla Sun Life Fixed Term Plan - Series AO RETAIL DIVIDEND,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-08,240,closed_or_merged
108055,Birla Sun Life Fixed Term Plan - Series AO INSTITUTIONAL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-08,240,closed_or_merged
108056,Birla Sun Life Fixed Term Plan - Series AQ RETAIL DIVIDEND,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-05-06,257,closed_or_merged
108057,Birla Sun Life Fixed Term Plan - Series AQ RETAIL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-05-06,257,closed_or_merged
108059,Birla Sun Life Fixed Term Plan - Series AQ INSTITUTIONAL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-05-06,257,closed_or_merged
108060,HSBC Fixed Term Series 47 - Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-26,62,closed_or_merged
108061,HSBC Fixed Term Series 47 - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-26,62,closed_or_merged
108062,HSBC Fixed Term Series 47 - Inst. - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-26,62,closed_or_merged
108063,HSBC Fixed Term Series 47 - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-06-26,62,closed_or_merged
108064,HSBC Fixed Term Series 45 - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108066,HSBC Fixed Term Series 45 - Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108067,HSBC Fixed Term Series 45 - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108068,HSBC Fixed Term Series 46 - Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108069,HSBC Fixed Term Series 46 - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108070,HSBC Fixed Term Series 46 - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108071,HSBC Fixed Term Series 46 - Inst. - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108072,Standard Chartered FMP - QS28 Plan-A-Dividend,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-05-29,11,closed_or_merged
108073,Standard Chartered FMP - QS28 Plan-A-Growth,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2008-05-29,11,closed_or_merged
108074,DSP BlackRock FMP - 3M - Series 6 - Regular Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2008-06-10,12,closed_or_merged
108075,DSP BlackRock FMP - 3M - Series 6 - Regular Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2008-06-10,12,closed_or_merged
108076,DSP BlackRock FMP - 3M - Series 6 - Institutional Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2008-06-10,12,closed_or_merged
108077,DSP BlackRock FMP - 3M - Series 6 - Institutional Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2008-06-10,12,closed_or_merged
108079,Standard Chartered Fixed Maturity Plan - YS20-Plan B - Growth,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-05-29,10,closed_or_merged
108080,Standard Chartered Fixed Maturity Plan - YS20-Plan A - Growth,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-05-29,10,closed_or_merged
108081,Standard Chartered Fixed Maturity Plan - YS20-Plan B - Dividend,Standard Chartered Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2008-05-29,10,closed_or_merged
108082,DSP BlackRock FMP - 13M - Series 1 - Regular Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-06,71,closed_or_merged
108083,DSP BlackRock FMP - 13M - Series 1 - Regular Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-06,71,closed_or_merged
108084,DSP BlackRock FMP - 13M - Series 1 - Institutional Plan - Dividend,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-06,71,closed_or_merged
108085,DSP BlackRock FMP - 13M - Series 1 - Institutional Plan - Growth,DSP Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-06,71,closed_or_merged
108086,Principal Pnb Fixed Maturity Plan - 540 Days -Series II-Regular Plan - Dividend Option,Principal Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-09-15,351,closed_or_merged
108087,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Regular Plan - Growth Option,Principal Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-09-15,351,closed_or_merged
108088,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Institutional Plan - Dividend Option,Principal Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-09-15,351,closed_or_merged
108089,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Institutional Plan - Growth Option,Principal Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-09-15,351,closed_or_merged
108090,Birla Sun Life Fixed Term Plan - Series AR RETAIL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-04-02,239,closed_or_merged
108092,Birla Sun Life Fixed Term Plan - Series AR INSTITUTIONAL GROWTH,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-04-02,239,closed_or_merged
108093,Birla Sun Life Fixed Term Plan - Series AR RETAIL DIVIDEND,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-01,2009-04-02,239,closed_or_merged
108094,UTI FTIF Series-IV Mar08-13 months - Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-13,249,closed_or_merged
108095,UTI FTIF Series-IV Mar08-13 months - Growth Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-26,2009-04-13,249,closed_or_merged
108098,HSBC Fixed Term Series 48 - Inst. - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-08,2008-10-07,122,closed_or_merged
108099,HSBC Fixed Term Series 48 - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-08,2008-10-07,122,closed_or_merged
108100,HSBC Fixed Term Series 48 - Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-08,2008-10-07,122,closed_or_merged
108101,HSBC Fixed Term Series 48 - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-08,2008-10-07,122,closed_or_merged
108103,HSBC Fixed Term Series 49 - Inst. - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108104,HSBC Fixed Term Series 49 - Regular - Dividend,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108105,HSBC Fixed Term Series 49 - Regular - Growth,HSBC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-02,239,closed_or_merged
108106,ING Gilt Fund Provident Fund - Dynamic Plan-Cyclical Series Option 2008,ING Mutual Fund,Open Ended Schemes ( Gilt ),Open Ended Schemes ( Gilt ),,,,,2008-03-26,2009-03-25,240,closed_or_merged
108107,ING Fixed Maturity Fund - Series 43 - Retail Plan - Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-09-12,116,closed_or_merged
108108,ING Fixed Maturity Fund - Series 43 - Institutional Plan - Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-09-12,116,closed_or_merged
108109,ING Fixed Maturity Fund - Series 43 - Institutional Plan - Dividend Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-09-12,116,closed_or_merged
108110,ING Fixed Maturity Fund - Series 43 - Retail Plan - Growth Option,ING Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-27,2008-09-12,116,closed_or_merged
108112,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Retail Dividend Option,Canara Robeco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-28,258,closed_or_merged
108113,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Institutional Growth,Canara Robeco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-28,258,closed_or_merged
108115,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Institutional Dividend Option,Canara Robeco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-28,257,closed_or_merged
108116,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Retail Growth,Canara Robeco Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-28,258,closed_or_merged
108117,Reliance Fixed Horizon Fund - VIII - Series 1 - Retail Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108118,Reliance Fixed Horizon Fund - VIII - Series 1 - Institutional Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108119,Reliance Fixed Horizon Fund - VIII - Series 1 - Institutional Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108120,Reliance Fixed Horizon Fund - VIII - Series 1 - Retail Plan-Dividend Option,Nippon India Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-31,2009-04-08,239,closed_or_merged
108122,ICICI Prudential FMP series 43 - 13 Mths Plan D - Retail Growth Option,ICICI Prudential Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-04-02,2009-04-21,56,closed_or_merged
108123,UTI FTIF Series-IV Plan-V (13 months) - Dividend Option,UTI Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2008-03-28,2009-04-27,256,closed_or_merged
